,word,,domains,english,spanish,french,indonesian
3906,פּוֹרָתָא,PN,person,Poratha,Porata,Porata,Porata
3907,פּוּתִי,PN,group,Puthite,Futitas,Poutites,orang Puti
3908,פֶּחָה-1,BE,people /  authority,governor of a province,,gouverneur d'une province,gubernur provinsi
3909,פֶּחָה-2 (AR),BE,people /  authority,governor of a province,,gouverneur d'une province,gubernur provinsi
3910,פַּחַת מוֹאָב,PN,person,Pahath-Moab,Pahat-moab,Pahath-Moab,Pahat-Moab
3911,פִּטְדָה,RE,gemstones,topaz / chrysolite,topacio / crisólito,topaze / chrysolithe,batu topas / krisolit
3912,פַּטִּישׁ,RE,tools /  crafts,hammer,martillo,marteau de forge,palu
3913,פִּי־בֶסֶת,PN,settlement,Pi-Beseth,Bubastis,Pi-Bèseth,Pi-Beset
3914,פִּי הֲחִירֹת,PN,locale,Pi Hahiroth,Pi-hahirot,Pi-Hahiroth,Pi-Hahirot
3915,פִּיכֹל,PN,person,Phicol,Ficol,Pikol,Pikhol
3916,פִּילֶגֶשׁ,BE,people /  authority /  kinship /  marriage /  serve,concubine,concubina,concubine,selir
3917,פִּינְחָס-1,PN,person,Phinehas,Finees,Pinhas,Pinehas
3918,פִּינְחָס-2,PN,person,Phinehas,Finees,Pinhas,Pinehas
3919,פִּינְחָס-3,PN,person,Phinehas,Finees,Pinhas,Pinehas
3920,פִּינֹן,PN,person,Pinon,Pinón,Pinôn,Pinon
3921,פִּישׁוֹן,PN,nature,Pishon,Pisón,Pishôn,sungai Pison
3922,פִּיתוֹן,PN,person,Pithon,Pitón,Pitôn,Piton
3923,פֹּכֶרֶת הַצְּבָיִים,PN,person,Pochereth-Hazzebaim,Poquéret-hasebaím,Pokéreth-Ha-Cevaïm,Pokheret-Hazebaim
3924,פַּלֻּאִי,PN,group,Palluite,Faluitas,Pallouite,Palu
3925,פְּלָאיָה,PN,person,Pelaiah,Pelaías,Pelaya,Pelaya
3926,פֶּלֶג,PN,person,Peleg,Péleg,Pèleg,Peleg
3927,פִּלְדָּשׁ,PN,person,Pildash,Pildás,Pildash,Pildash
3928,פַּלּוּא,PN,person,Pallu,Falú,Pallou,Palu
3929,פִּלְחָא,PN,person,Pilha,Pilhá,Pileha,Pilha
3930,פֶּלֶט-1,PN,person,Pelet,Pélet,Pèleth,Pelet
3931,פֶּלֶט-2,PN,person,Pelet,Pélet,Pèleth,Pelet
3932,פַּלְטִי-1,PN,person,Palti,Paltí,Palti,Palti
3933,פַּלְטִי-2,PN,person,Palti,Paltí,Palti,Palti
3934,פַּלְטִי-3,PN,group,Palti,Paltita,Paltite,Palti
3935,פִּלְטַי,PN,person,Piltai,Piltai,Piltaï,Piltai
3936,פַּלְטִיאֵל-1,PN,person,Paltiel,Paltiel,Paltiël,Paltiel
3937,פַּלְטִיאֵל-2,PN,person,Paltiel,Paltiel,Paltiël,Paltiel
3938,פְּלַטְיָה-1,PN,person,Pelatiah,Pelatías,Pelatya,Pelaca
3939,פְּלַטְיָה-2,PN,person,Pelatiah,Pelatías,Pelatya,Pelaca
3940,פְּלַטְיָה-3,PN,person,Pelatiah,Pelatías,Pelatya,Pelaca
3941,פְּלָטְיָהוּ,PN,person,Pelatiah,Pelatías,Pelatyahou,Pelaca
3942,פְּלָיָה,PN,person,Pelaiah,Pelaías,Pelaya,Pelaya
3943,פֶּלֶךְ,RE,crafts,whorl,giro del huso,zone,jentera
3944,פָּלָל,PN,person,Palal,Palal,Palal,Palal
3945,פְּלַלְיָה,PN,person,Pelaliah,Pelalías,Pelalya,Pelalya
3946,פְּלֹנִי,PN,group,Pelonite,Paltita,Pelonite,orang Pelon
3947,פֶּלֶס,RE,tools /  weight /  commerce,balance / scales,balanza,balance,timbangan
3948,פְּלֶשֶׁת,PN,area,Philistia,Filistea,Philistie / Philistin,Filistea / Filistin
3949,פְּלִשְׁתִּי,PN,group,Philistine,Filisteos,Philistin,Filistin
3950,פֶּלֶת-1,PN,person,Peleth,Pélet,Pèleth,Pelet
3951,פֶּלֶת-2,PN,person,Peleth,Pélet,Pèleth,Pelet
3952,פְּלֵתִי,PN,group,Pelethite,Peleteos,Pelétiens,Pleti
3953,פְּנוּאֵל-1,PN,locale,Penuel,Penuel,Penouël,Pnuel
3954,פְּנוּאֵל-2,PN,person,Penuel,Penuel,Penouël,Pnuel
3955,פְּנוּאֵל-3,PN,person,Penuel,Peniel,Penouël,Pnuel
3956,פְּנִיאֵל,PN,locale,Peniel,Penuel,Peniel,Pniel
3957,פְּנִינִים,RE,gemstones,pearls / corals,corales / perlas,corail / perle,mutiara / batu permata
3958,פְּנִנָּה,PN,person,Peninnah,Peniná,Peninna,Penina
3959,פַּס דַּמִּים,PN,locale,Pas-Dammim,Pas-damim,Pâs-Dammim,Pas-Damim
3960,פִּסְגָּה,PN,nature,Pisgah,Pisgá,Pisga,Pisga
3961,פָּסֵחַ-1,PN,person,Paseah,Paséah / Paseah,Paséah,Paseah
3962,פָּסֵחַ-2,PN,person,Paseah,Paséah / Paseah,Paséah,Paseah
3963,פָּסֵחַ-3,PN,person,Paseah,Paséah / Paseah,Paséah,Paseah
3964,פֶּסַח,RI,festivals,passover / passover sacrifice,Pascua,sacrifice de la Pâque,Paskah / pengorbanan Paskah
3965,פָּסַךְ,PN,person,Pasach,Pasac,Pasak,Pasakh
3966,פִּסְפָּה,PN,person,Pispah,Pispá,Pispa,Pispa
3967,פָּעוּ,PN,locale,Pau,Pau,Paï,Pahu / Pahi
3968,פְּעוֹר-1,PN,nature,Peor,Peor,Péor,gunung Peor
3969,פְּעוֹר-2,PN,supernatural beings and powers,Peor,Peor,Péor,Peor
3970,פְּעֻלְּתַי,PN,person,Peullethai,Peultai,Péoulletaï,Peuletai
3971,פַּעֲרַי,PN,person,Paarai,Paarai,Paaraï,Paerai
3972,פקד-1,AT,attitudes and emotions,take notice / be mindful,visitar,se souvenir du bien = être charitable / avoir pitié,memperhatikan / memelihara
3973,פקד-2,AT,"repay, reward, punish",deal with / hold responsible for / punish,castigo,se souvenir du mal = punir,membalas kesalahan / bertanggung jawab atas / menghukum
3974,פקד-3,AT,control /  authority,appoint / give charge of,,charger / désigner / nommer,menugaskan / menempatkan / menyerahkan
3975,פְּקֻדָּה,AT,?,visitation,visitación,compte / soin,penghukuman
3976,פְּקוֹד,PN,area,Pekod,Pecod,Peqod,Pekod
3977,פֶּקַח,PN,person,Pekah,Pécah,Péqah,Pekah
3978,פְּקַחְיָה,PN,person,Pekahiah,Pecahías,Péqahya,Pekahya
3979,פַּקֻּעֹת,FL,plants,gourd,calabaza silvestre,courge,labu liar
3980,פָּר,FA,mammals /  domestic animals /  sacrifices and offerings,young bull,,jeune taureau,sapi atau lembu jantan muda
3981,פֶּרֶא,FA,mammals /  wild animals,onager,asno o caballo salvaje,âne sauvage / ânesse sauvage,keledai liar
3982,פִּרְאָם,PN,person,Piram,Piram,Piréam,Piream
3983,פֶּרֶד,FA,mammals /  domestic animals,mule,mula / mulo,mulet,bagal jantan
3984,פִּרְדָּה,FA,mammals /  domestic animals,female mule,mula,mule,bagal betina
3985,פָּרָה-1,FA,mammals /  sacrifices and offerings,young cow,vaca / ternera,jeune vache,sapi muda / lembu muda
3986,פָּרָה-2,PN,settlement,Parah,Pará,Para,Para
3987,פֻּרָה,PN,person,Purah,Purá,Poura,Pura
3988,פְּרוּדָא,PN,person,Peruda,Perudá,Perouda,Peruda
3989,פָּרוּחַ,PN,person,Paruah,Parúah / Parúa,Parouah,Paruah
3990,פַּרְוַיִם,PN,locale,Parvaim,Parvaim,Parwaïm,Parwaim
3991,פֵּרוֹת,FA,mammals,mole rat,,mole rat,tikus tanah
3992,פְּרִזִּי,PN,group,Perizzite,Ferezeos,Perizzite,orang Feris
3993,פְּרִידָא,PN,person,Perida,Perudá,Perida,Perida
3994,פַּרְמַשְׁתָּא,PN,person,Parmashta,Parmasta,Parmashta,Parmasta
3995,פַּרְנָךְ,PN,person,Parnach,Parnac,Parnak,Parnah
3996,פָּרַס,PN,group,Persia / Persian,Persia,Perse,Persia
3997,פֶּרֶס,FA,birds,bearded vulture or lammergeier,águila / buitre,vautour,burung ering janggut
3998,פַּרְסָאָה (AR),PN,group,Persian,Persia,Perse,orang Persia
3999,פַּרְסִי,PN,group,Persian,Persa,Perse / de Perse,orang Persia
4000,פַּרְעֹה,PN,person /  titles,Pharaoh,,Pharaon,Firaun
4001,פַּרְעֹשׁ-1,FA,"insects, spiders, and worms",flea,pulga,puce,kutu
4002,פַּרְעֹשׁ-2,PN,person,Parosh,Parós,Paréosh,Paros
4003,פִּרְעָתוֹן,PN,locale,Pirathon,Piratón,Piréatôn,Piraton
4004,פִּרְעָתוֹנִי,PN,group,Pirathonite,Piratonita,Piréatonite,orang Piraton
4005,פַּרְפַּר,PN,nature,Pharpar,Farfar,Parpar,sungai Parpar
4006,פֶּרֶץ,PN,person,Perez,Fares,Pèrèç,Peres
4007,פֶּרֶץ עֻזָּא,PN,locale,Perez Uzzah,,Pérès-Ouza,Peres Uza
4008,פֶּרֶץ עֻזָּה,PN,locale,Perez Uzzah,,Pérès-Ouza,Peres-Uza
4009,פַּרְצִי,PN,group,Perezite,Fares,Parcites,Peres
4010,פְּרָצִים,PN,locale,Perazim,Perasim,Peracim,Perasim
4011,פָּרָשׁ,FA,mammals /  domestic animals,war-horse,caballo de guerra,cheval / cavalier,kuda
4012,פֶּרֶשׁ,PN,person,Peresh,Peres,Pèresh,Peresh
4013,פַּרְשַׁנְדָּתָא,PN,person,Parshandatha,Farsanestáin,Parshândata,Parsandata
4014,פְּרָת,PN,nature,Euphrates,Éufrates,Euphrate,sungai Efrat
4015,פַּשְׁחוּר-1,PN,person,Pashhur,Pashur,Pashehour,Pasyhur
4016,פַּשְׁחוּר-2,PN,person,Pashhur,Pashur,Pashehour,Pasyhur
4017,פַּשְׁחוּר-3,PN,person,Pashhur,Pashur,Pashehour,Pasyhur
4018,פַּשְׁחוּר-4,PN,person,Pashhur,Pashur,Pashehour,Pasyhur
4019,פשׁע,AT,morals and ethics,rebel / revolt / transgress,falta / transgresión / rebelión,se rebeller / se révolter,memberontak / melanggar / bertengkar / mendurhaka
4020,פֶּשַׁע,AT,morals and ethics,rebellion / offense / transgression,delito / culpa / pecado / ofensa / transgresión,révolte / rébellion / péché,kesalahan / kejahatan / pelanggaran
4021,פֵּשֶׁת-1,FL,grasses /  cloth /  clothing,flax,lino,lin,rami / lenan
4022,פֵּשֶׁת-2,RE,cloth /  clothing,linen,lino,mèche,linen
4023,פְּתוּאֵל,PN,person,Pethuel,Petuel,Petouël,Petuel
4024,פִּתּוּחַ,RE,crafts,engravings,grabadura,gravure,ukiran
4025,פְּתוֹר,PN,settlement,Pethor,Petor,Petor,Petor
4026,פתח,RE,crafts,to engrave,grabar,ouvrir,mengukir
4027,פְּתַחְיָה-1,PN,person,Pethahiah,Petahías,Petahya,Petahya
4028,פְּתַחְיָה-2,PN,person,Pethahiah,Petahías,Petahya,Petahya
4029,פְּתַחְיָה-3,PN,person,Pethahiah,Petahías,Petahya,Petahya
4030,פֶּתִי,AT,"wisdom, understanding",simple person / simpleness / ignorance,sencillo / ingenuo,simple,orang sederhana / orang tidak berpengalaman
4031,פָּתִיל-1,RE,crafts /  cords,cord / thread,cordón,corde,tali / benang
4032,פָּתִיל-2,RE,cords /  tools /  size,linen cord,cinta de lino,corde,tali linen
4033,פִּתֹם,PN,settlement,Pithom,Pitón,Pitom,Pitom
4034,פֶּתֶן,FA,snakes and lizards,cobra,cobra,serpent,ular kobra / ular tedung
4035,פַּתְרוֹס,PN,area,Pathrus,Patros,Patros / Haute-Égypte,Patros
4036,פַּתְרֻסִי,PN,group,Pathrusim,Patrusim / patruseos,gens de Patros / Patros,orang Patrusim
4037,צֹאן,FA,mammals /  domestic animals,flock,rebaño de ovejas,troupeau / bétail / bêtes / moutons,kawanan
4038,צַאֲנָן,PN,settlement,Zaanan,Zaanán,Çaanân,Zaanan
4039,צָב-1,FA,snakes and lizards,dab lizard / thorn-tailed lizard,lagarto,type de lézard,kadal ekor duri
4040,צָב-2,RE,transportation,cart / wagon,carro / vagón / carreta,chariot / litière,gerobak / kereta
4041,צָבָא-1,RE,nature,host of heaven,anfitrión del cielo,armée du ciel: objets célestes / cést-à-dire le soleil / la lune et les étoiles,langit / seluruh tentra langit
4042,צָבָא-2,BE,supernatural beings and powers,host of heaven,ejército,armée du ciel: êtres célestes,makhluk surgawi / tentara Tuhan / Balatentara
4043,צָבָא-3,BE,supernatural beings and powers /  titles,hosts,todopoderoso,épithète de Dieu:  armées,Allah semesta alam
4044,צְבוֹיִים,PN,settlement,Zeboiim,Seboím,Cevoïm,Zeboim
4045,צָבוּעַ,FA,mammals /  wild animals,hyena,hiena,hyène / bête sauvage,binatang hutan
4046,צְבִי,FA,mammals /  wild animals,male gazelle,gacela macho,gazelle,kijang jantan
4047,צִבְיָא,PN,person,Zibia,Sibiá,Civia,Zibya
4048,צִבְיָה,PN,person,Zibiah,Sibiá,Civya,Zibya
4049,צְבִיָּה,FA,mammals /  wild animals,female gazelle,gacela hembra,gazelle,kijang betina
4050,צֶבַע,RE,crafts /  cloth,dyed cloth,prenda teñida de colores,matériel teint,kain dicelup warna
4051,צִבְעוֹן-1,PN,person,Zibeon,Sibón,Civéôn,Zibeon
4052,צִבְעוֹן-2,PN,person,Zibeon,Sibón,Civéôn,Zibeon
4053,צְבֹעִים,PN,locale,Zeboim,Seboím,Cevoïm,Zeboim
4054,צְדָד,PN,locale,Zedad,Sedad,Cedâd,Zedad
4055,צָדוֹק-1,PN,person,Zadok,Sadoc,Sadoq,Zadok
4056,צָדוֹק-2,PN,person,Zadok,Sadoc,Sadoq,Zadok
4057,צָדוֹק-3,PN,person,Zadok,Sadoc,Sadoq,Zadok
4058,צָדוֹק-4,PN,person,Zadok,Sadoc,Sadoq,Zadok
4059,צָדוֹק-5,PN,person,Zadok,Sadoc,Sadoq,Zadok
4060,צִדִּים,PN,settlement,Ziddim,Sidim,Ciddim,Zidim
4061,צַדִּיק,BE,"people; morals and ethics; guilt, responsibility",just / righteous person,justo,juste / droit,orang tidak bersalah / orang benar
4062,צדק-1,AT,"morals and ethics; guilt, responsibility",be just / in the right,ser justo,être juste / dans le droit,menjadi tidak bersalah / benar
4063,צדק-2,AT,"morals and ethics; guilt, responsibility",justify,justificar,justifier,membenarkan
4064,צדק-3,AT,"morals and ethics; guilt, responsibility",make righteous / pronounce just,hacer justicia,justifier / rendre droit / juste,membenarkan / dinyatakan tidak bersalah
4065,צֶדֶק,AT,"morals and ethics; guilt, responsibility",right / justice,,droit / justice,kebenaran / keadilan
4066,צְדָקָה,AT,"morals and ethics; guilt, responsibility",right / justice,,droit / justice,kebenaran / keadilan
4067,צִדְקִיָּה-1,PN,person,Zedekiah,Sedequías,Cidqiyahou,Zedekia
4068,צִדְקִיָּה-2,PN,person,Zedekiah,Sedequías,Sédécias,Zedekia
4069,צִדְקִיָּה-3,PN,person,Zedekiah,Sedequías,Sédécias,Zedekia
4070,צִדְקִיָּה-4,PN,person,Zedekiah,Sedequías,Sédécias,Zedekia
4071,צִדְקִיָּהוּ-1,PN,person,Zedekiah,Sedequías,Sédécias,Zedekia
4072,צִדְקִיָּהוּ-2,PN,person,Zedekiah,Sedequías,Sédécias,Zedekia
4073,צִדְקִיָּהוּ-3,PN,person,Zedekiah,Sedequías,Sédécias,Zedekia
4074,צִדְקִיָּהוּ-4,PN,person,Zedekiah,Sedequías,Sédécias,Zedekia
4075,צוֹבָה,PN,area,Zobah,Sobá,Çova,Zoba
4076,צוּעָר,PN,person,Zuar,Suar,Çouar,Zuar
4077,צוּף,PN,person,Zuph,Suf,Çouf,Zuf
4078,צוֹפַח,PN,person,Zophah,Sofah,Çofah,Zofah
4079,צוֹפַי,PN,person,Zophai,Zérah,Çofaï,Zofai
4080,צוֹפַר,PN,person,Zophar,Sofar,Çofar,Zofar
4081,צוּר-1,BE,supernatural beings and powers /  titles,literally: rock / hence: protector,Roca,Rocher,secara harfiah: batu / karenanya: pelindung
4082,צוּר-2,PN,person,Zur,Sur,Çour,Zur
4083,צוּר-3,PN,person,Zur,Sur,Çour,Zur
4084,צוֹר,PN,settlement,Tyre,Tiro,Tyr,Tirus
4085,צוּרִיאֵל,PN,person,Zuriel,Suriel,Çouriël,Zuriel
4086,צוּרִישַׁדַּי,PN,person,Zurishaddai,Surisadai,Çourishaddaï / Courishaddaï,Zurisyadai
4087,צֹחַר-1,PN,person,Zohar,Sóhar,Çohar,Zohar
4088,צֹחַר-2,PN,person,Zohar,Sóhar,Çohar,Zohar
4089,צֹחַר-3,PN,person,Zohar,Sóhar,Çohar,Zohar
4090,צִי,FA,mammals /  wild animals,hyena,hiena,hyène,binatang gurun / binatang hutan
4091,צִיבָא,PN,person,Ziba,Sibá,Civa,Ziba
4092,צִידוֹן,PN,person,Sidon,Sidón,Sidon,Sidon
4093,צִידֹנִי,PN,group,Sidonian,Sidonios,Sidoniens,orang Sidon
4094,צִיּוֹן,PN,nature,Zion,Sión,Sion / Jérusalem,Sion
4095,צִיחָא,PN,person,Ziha,Sihá,Ciha,Ziha
4096,צִין,PN,locale,Zin,Sin,Cîn,Zin
4097,צִיעֹר,PN,settlement,Zior,Sior,Cior,Zior
4098,צִיץ,PN,locale,Ziz,Sis,montée de la Fleur / côte des Fleurs,Zis
4099,צִלָּה,PN,person,Zillah,Silá,Cilla,Zila
4100,צֶלֶם-1,AT,?,semblance / likeness,,ressemblance,menurut gambar / rupa / kemiripan
4101,צֶלֶם-2,RE,paganism,idol,,idole,berhala
4102,צֶלֶם-3,MI,?,shadow / phantom,,ombre / phantome,bayangan / hantu
4103,צַלְמוֹן-1,PN,nature,Zalmon,Salmón,Çalmôn,gunung Zalmon
4104,צַלְמוֹן-2,PN,person,Zalmon,Salmón,Çalmôn,Zalmon
4105,צַלְמֹנָה,PN,locale,Zalmonah,Salmoná,Çalmona,Zalmona
4106,צַלְמֻנָּע,PN,person,Zalmunna,Salmuná,Çalmounna,Salmuna
4107,צֵלַע,PN,settlement,Zela,Selá,Céla,Zela
4108,צֵלַע הָאֶלֶף,PN,settlement,Haeleph,Elef,Elèf,Elef
4109,צָלָף,PN,person,Zalaph,Salaf,Çalaf,Zalaf
4110,צְלָפְחָד,PN,person,Zelophehad,Selofhad,Celofehad,Zelafehad
4111,צֶלְצַח,PN,locale,Zelzah,Selsah,Celçah,Zelzah
4112,צִלְצָל,RE,tools /  hunting and fishing,harpoon / fishing spear,arpón,harpon,seruit / tombak memancing
4113,צְלָצַל,FA,"insects, spiders, and worms",locust,langosta,criquet,belalang
4114,צֶלֶק,PN,person,Zelek,Sélec,Cèleq,Zelek
4115,צִלְּתַי-1,PN,person,Zillethai,Siletai,Cilletaï,Ziletai
4116,צִלְּתַי-2,PN,person,Zillethai,Siletai,Cilletaï,Ziletai
4117,צַמִּים,RE,tools /  hunting and fishing,snare / trap,cepo / trampa,piège,jerat / perangkap
4118,צֶמֶר,RE,animal husbandry /  crafts /  cloth,wool,lana,laine,wol
4119,צְמָרִי,PN,group,Zemarite,Semareos,Cemarite,Semari
4120,צְמָרַיִם,PN,settlement,Zemaraim,Semaraim,Cemaraïm,Zemaraim
4121,צֵן,RE,tools /  hunting and fishing,fishhook,espina / gancho,épine / crochet,kail ikan
4122,צְנָן,PN,settlement,Zenan,Senán,Cenân,Zenan
4123,צָעִיר,PN,settlement,Zair,Saír,Çaïr,Zair
4124,צֹעַן,PN,settlement,Zoan,Soan,Tanis,Zoan
4125,צַעֲנַנִּים,PN,locale,Zaanannim,Saanaim,Çaanannim / Çaannaïm,Zaananim
4126,צֹעַר,PN,settlement,Zoar,Sóar,Çoar,Zoar
4127,צְפוֹ,PN,person,Zepho,Sefó,Cefo,Zefo
4128,צָפוֹן,PN,settlement,Zaphon,Safón,Sihôn,Zafon
4129,צְפוֹן,PN,person,Zephon,Sefón,Shouni,Zefon
4130,צְפוֹנִי,PN,group,Zephonite,Sefón,Cefonites,Zefon
4131,צִפּוֹר-1,FA,birds,bird / sparrow,ave / pajaro,oiseau,burung kecil
4132,צִפּוֹר-2,PN,person,Zippor,Sipo / Zipor,Cippor,Zipor
4133,צְפִי,PN,person,Zephi,Sefó,Cefi,Zefi
4134,צִפְיוֹן,PN,person,Ziphion,Sefón,Cifiôn,Zifyon
4135,צָפִיר,FA,mammals /  domestic animals,he-goat,cabra / macho cabrío,chèvre / bouc,kambing jantan
4136,צְפַנְיָה-1,PN,person,Zephaniah,Sofonías,Cefanya,Zefanya
4137,צְפַנְיָה-2,PN,person,Zephaniah,Sofonías,Cefanya,Zefanya
4138,צְפַנְיָה-3,PN,person,Zephaniah,Sofonías,Sophonie,Zefanya
4139,צְפַנְיָה-4,PN,person,Zephaniah,Sofonías,Cefanya,Zefanya
4140,צְפַנְיָהוּ,PN,person,Zephaniah,Sofonías,Cefanyahou,Zefanya
4141,צָפְנַת פַּעְנֵח,PN,person,Zaphenath-Paneah,Safenat-panéah,Çafnath-Panéah,Zafnat-Paneah
4142,צֶפַע,FA,snakes and lizards,desert cobra / Egyptian cobra,víbora,vipère / cobra,ular kobra gurun / kobra Mesir
4143,צִפְעֹנִי,FA,snakes and lizards,desert cobra / Egyptian cobra,,cobra du désert,ular kobra gurun / kobra Mesir
4144,צַפְצָפָה,FL,trees,willow,sauce,saule,pohon gandarusa
4145,צְפַרְדֵּעַ,FA,amphibian,frog,rana,grenouille,katak
4146,צִפֹּרָה,PN,person,Zipporah,Séfora,Cippora,Zipora
4147,צְפַת,PN,settlement,Zephath,Sefat,Cefath,Zefat
4148,צְפָתָה,PN,nature,Zephathah,Sefata,Cefata,Zefata
4149,צִקְלַג,PN,locale,Ziklag,Siclag,Ciqlag,Ziklag
4150,צִקְלוֹן,RE,containers,sack / bag,morral / bolsa,lier énsemble,kantong / tas
4151,צֵר,PN,settlement,Zer,Ser,Cér,Zer
4152,צְרֵדָה,PN,settlement,Zeredah,Seredá,Ceréda,Zereda
4153,צְרוּיָה,PN,person,Zeruiah,Seruiá,Cerouya,Zeruya
4154,צְרוּעָה,PN,person,Zeruah,Serúa,Ceroua,Zerua
4155,צְרוֹר-1,PN,person,Zeror,Seror,Ceror,Zeror
4156,צְרוֹר-2,RE,containers,bag / bundle / purse / sachet,saco / bolsa / costal,Tseror,tas / bungkus / dompet / pundi
4157,צֹרִי,PN,group,Tyrian,Tiro,tyrien,orang Tirus
4158,צְרִי,PN,person,Zeri,Serí,Ceri,Zeri
4159,צֳרִי,FL,perfumes and spices,Jericho balm,bálsamo,Baume de Jéricho [plante du désert,balsem Yerikho
4160,צרע,MI,diseases,have an infectious skin disease,padecer de lepra,participe passif: souffrant d'une maladie de peau,menderita penyakit kulit menular dan bahaya
4161,צָרְעָה,PN,settlement,Zora,Sorá,Çoréa,Zora
4162,צִרְעָה,FA,"insects, spiders, and worms",hornet / wasp,avispa / avispón,frelon,tabuhan / tawon / lebah
4163,צָרְעִי,PN,group,Zorite,Soreíta,de Salma,orang Zori
4164,צָרַעַת,MI,diseases,infectious skin disease,enfermedad infecciosa de la piel,lèpre / maladie infectieuse de la peau,penyakit kulit menular
4165,צָרְעָתִי,PN,group,Zorathite,Soratitas,Çoréatites,orang Zora
4166,צרף,RE,crafts,melt / refine / test,fundir / acrisolar / purificar / poner a prueba,fondre / raffiner / examiner / travailler,mencair / menyaring / menguji kemurnian dalam api
4167,צֹרֵף,RE,crafts,goldsmith,fundidor / orfebre / joyero,mouleur / fondeur / orfèvre,tukang emas
4168,צָרְפַת,PN,settlement,Zarephath,Sarepta,Sarepta,Sarfat
4169,צְרֵרָה,PN,settlement,Zererah,Sererá,Ceréra,Zerera
4170,צֶרֶת,PN,person,Zereth,Séret,Cèreth,Zeret
4171,צֶרֶת הַשַּׁחַר,PN,settlement,Zereth-Shahar,Séret-sáhar,Cèreth-Shahar,Zeret-Hasahar
4172,צָרְתָּן,PN,settlement,Zarethan,Saretán,Çartân,Sartan
4173,קָאָת,FA,birds,jackdaw,pelícano / búho / cuervo pequeño,chouette chevêche / chouette,burung undan gurun / gagak
4174,קבב,RI,blessing and curse,curse,maldecir,maudire,kutukan
4175,קַבְצְאֵל,PN,settlement,Kabzeel,Cabseel,Qavcéel,Kabzeel
4176,קִבְצַיִם,PN,settlement,Kibzaim,Quibsaim,Qivçaïm,Kibzaim
4177,קִבְרוֹת הַתַּאֲוָה,PN,locale,Kibroth Hattaavah,Quibrot-hataavá,Qivroth-Taawa,Kibrot-Taawa
4178,קִדָּה,FL,trees /  health /  perfumes and spices /  anoint,cassia tree,casia,arbre de casse,pohon cassia
4179,קָדוֹשׁ,AT,?,holy,santo,saint,khusus / kudus / suci
4180,קֵדְמָה,PN,person,Kedemah,Quedmá,Qédma,Kedma
4181,קְדֵמוֹת,PN,settlement,Kedemoth,Cademot,Qedémoth,Kedemot
4182,קַדְמִיאֵל,PN,person,Kadmiel,Cadmiel,Qadmiel,Kadmiel
4183,קַדְמֹנִי,PN,group,Kadmonite,Cadmoneos,Qadmonites,orang Kadmon
4184,קֵדָר,PN,person /  area,Kedar,Quedar,Qédar,Kedar
4185,קִדְרוֹן,PN,nature,Kidron,Cedrón,Cédron,sungai Kidron
4186,קדשׁ,AT,"clean, pure, holy",be holy / prove oneself holy / declare holy / be consecrated,santificar / consagrar,être saint,menjadi kudus / khusus / buktikan diri suci / nyatakan suci / ditahbiskan
4187,קָדֵשׁ-1,BE,people /  paganism /  religious activities /  occupations,male temple prostitute,prostitución sagrada masculina,prostitué du temple,pelacur kuil laki-laki
4188,קָדֵשׁ-2,BE,people /  paganism /  religious activities /  occupations,female temple prostitute,prostitución sagrada femenina,prostituée du temple,pelacur kuil perempuan
4189,קָדֵשׁ-3,PN,locale,Kadesh,Cadés,Qadesh,Kadesh
4190,קֶדֶשׁ-1,PN,settlement,Kedesh,Quedes,Qèdesh,Kedesh
4191,קֶדֶשׁ-2,PN,settlement,Kedesh,Quedes,Qèdesh,Kedesh
4192,קֶדֶשׁ-3,PN,settlement,Kedesh,Quedes,Qèdesh,Kedesh
4193,קֹדֶשׁ,AT,?,holy thing / holiness,santidad / lugar santo,chose sainte / endroit saint / sainteté,hal yang suci / hal yang kudus
4194,קָדֵשׁ בַּרְנֵעַ,PN,locale,Kadesh Barnea,Cadés-barnea,Qadesh-Barnéa,Kadesh-Barnea
4195,קְהֵלָתָה,PN,locale,Kehelathah,Quehelata,Qehélata,Kehelata
4196,קֳהָת,PN,person,Kohath,Quehat,Qehath,Kehat
4197,קֳהָתִי,PN,group,Kohathite,Quehat,Qehatites,Kehat
4198,קַו,RE,cords /  tools /  size,measuring line,medida de cuerda,corde / lier / tisser,garis pengukur
4199,קָוֶה,RE,cords /  tools /  size,measuring line,,ligne de mesure,tali pengukur
4200,קוֹלָיָה-1,PN,person,Kolaiah,Colaías,Qolaya,Kolaya
4201,קוֹלָיָה-2,PN,person,Kolaiah,Colaías,Qolaya,Kolaya
4202,קוֹעַ,PN,group,Koa,Coa,Qoa,orang Koa
4203,קוֹף,FA,mammals /  wild animals,baboon,babuino / mono grande,type de singe,kera
4204,קוֹץ-1,PN,person,Koz,Cos,Qoç,Kos
4205,קוֹץ-2,PN,person,Koz / Hakkoz,Cos,Haqqoç,Kos / Hakos
4206,קוֹרֵא-1,PN,person,Kore,Coré,Qoré,Kore
4207,קוֹרֵא-2,PN,person,Kore,Coré,Qoré,Kore
4208,קוֹרֵא-3,PN,person,Kore,Coré,Qoré,Kore
4209,קושׁ,RE,hunting and fishing,to entrap / ensare,poner una trampa,tendre un piège,menjebak / memasang jerat
4210,קוּשָׁיָהוּ,PN,person,Kushaiah,Cusaías,Qoushayahou,Kusaya
4211,קְטוּרָה,PN,person,Keturah,Queturá,Qetoura,Ketura
