,word,Unnamed: 2,domains,english,spanish,french,indonesian
2875,λέων (DC),FA,mammals,lion,león,lion,
2876,ληνός (DC),RE,?,wine press,lagar,pressoir,
2877,λιθοβόλον (DC),RE,?,catapult / ballista,aparato para lanzar piedras / catapulta,baliste,
2878,λικμάω (DC),RE,?,to winnow,aventar,écraser,
2879,λινοῦς (DC),FL,?,linen,lino,lin,
2880,λίβανος (DC),RE,?,incense / frankincense,incienso,encens,
2881,Λίβανος (DC),PN,area,Lebanon,Líbano,Liban,
2882,λίθινος (DC),MI,?,of stone,de piedra,de marbre / de pierre,
2883,Λοζων (DC),PN,person,Lozon,Lozon,Lozon,
2884,Λουδ (DC),PN,settlement,Lud,Lud,Loud,
2885,λόγχη (DC),RE,warfare,spear / lance,lanza,javelot / lance / pique,
2886,Λυδδα (DC),PN,settlement,Lydda,Lida,Lydda,
2887,Λυδία (DC),PN,area,Lydia,Lidia,Lydie,
2888,Λυκία (DC),PN,area,Lycia,Licia,Lycie,
2889,Λυσίας (DC),PN,person,Lysias,Lisias,Lysias,
2890,Λυσίμαχος (DC),PN,person,Lysimachus,Lisímaco,Lysimaque,
2891,λυτρόω (DC),MI,?,to redeem,liberar el pago del rescate / redimir / salvar,racheter,
2892,λυχνία (DC),RE,?,lampstand / menorah,candelabro,chandelier / candélabre,
2893,λύκος (DC),FA,mammals,wolf,lobo,loup,
2894,λύχνος (DC),RE,?,oil lamp,lámpara,lampe,
2895,Λωθασουβος (DC),PN,person,Lothasubus,Lotasubos,Lothasubus,
2896,Λωτ (DC),PN,person,Lot,Lot,Loth,
2897,Μαανι (DC),PN,person,Maani,Maani,Maani,
2898,Μαασαιας (DC),PN,person,Mahseiah,Maaseías,Maaséas,
2899,Μαασμαν (DC),PN,person,Maasmas,Maasman,Maasmas,
2900,Μαγεδδαους (DC),PN,settlement,Megiddo,Meguido,Megiddo,
2901,Μαδιαμ (DC),PN,area,Midian,Madianitas,Madiân,
2902,Μαζιτιας (DC),PN,person,Mazitias,Mazitias,Mazitias,
2903,Μαηρος (DC),PN,person,Maerus,Maros,Maerus,
2904,Μαιαννας (DC),PN,person,Maiannas,Meanas,Maiannas,
2905,Μαισαλωθ (DC),PN,settlement,Mesaloth,Mesalot,Mésaloth,
2906,Μακαλων (DC),PN,settlement,Macalon,Macalon,Macalon,
2907,μακαρίζω (DC),MI,?,to bless / to pronounce happy,decir bendición o palabra de felicidad,considérer chanceux ou heureux,
2908,μακάριος (DC),MI,?,blessed / happy,bendito / dichoso / feliz,béni / chanceux / heureux,
2909,Μακεδών (DC),PN,area,Macedonia,Macedonio,Macédonien,
2910,Μακεδ (DC),PN,settlement,Maked,Maqued,Maked,
2911,Μακκαβαῖος (DC),PN,person,Maccabeus,Macabeo,Maccabée,
2912,Μαλησεαρ (DC),PN,person,Malesear,Malesear,Malèséar,
2913,Μαλλῶται (DC),PN,area,Mallus,Malos,Mallos,
2914,Μαλτανναιος (DC),PN,person,Mattenai,Matenai,Mattenai,
2915,Μαμδαι (DC),PN,person,Mamdai,Mamde,Mamdai,
2916,Μαμνιταναιμος (DC),PN,person,Mamitanemus,Mamitanemos,Mamitanemus,
2917,Μαμουχος (DC),PN,person,Mamuchus,Mamuchos,Mamuchus,
2918,Μανασσηας (DC),PN,person,Manasseas,Manaseas,Manasseas,
2919,Μανασσής (DC),PN,person,Manasseh,Manasés,Manassé,
2920,Μανης (DC),PN,person,Maaseiah,Maaseías,Maaseiah,
2921,μανιάκης (DC),RE,?,necklace / chain / cord,brazalete,collier,
2922,Μανι (DC),PN,person,Mani,Mani,Mani,
2923,Μαρδοχαιος (DC),PN,person,Mordecai,Mardoqueo,Mardochée,
2924,Μαρδοχαῖος (DC),PN,person,Mordecai,Mardoqueo,Mardochée,
2925,Μαρδοχαϊκός (DC),PN,person,of Mordecai,Mardoqueo,Mardochée,
2926,Μαρισα (DC),PN,settlement,Marisa,Maresá,Marisa,
2927,Μαρμασιμα (DC),PN,person,Marmasima,Marmasima,Marmasim,
2928,Μαρμωθι (DC),PN,person,Meremoth,Meremot,Meremoth,
2929,μαρσίππιον (DC),RE,?,bag / purse,bolsa o saco pequeño,bourse,
2930,μαρτυρέω (DC),MI,?,to witness / to testify,testificar / ser testigo,témoigner / affirmer sous serment / être un témoin / attester / affirmer / confirmer / parler bien de / approuver,
2931,μαρτυρία (DC),MI,?,testimony,testimonio,témoignage / témoin / évidence / réputation,
2932,μαρτύριον (DC),MI,?,testimony / proof,testimonio / prueba,témoignage / témoin / évidence / preuve / occasion de témoigner,
2933,Μασηας (DC),PN,person,Maaseiah,Maaseías,Maaseiah,
2934,Μασιας (DC),PN,person,Masiah,Masías,Masiah,
2935,Μασσηφα (DC),PN,settlement,Mizpah,Mispá,Maspha,
2936,Μασσιας (DC),PN,person,Maaseiah,Maaseías,Maaseiah,
2937,μαστιγόω (DC),MI,?,to whip / to flog,azotar / castigar,battre avec un fouet,
2938,μαστίζω (DC),MI,?,to whip / to flog,azotar / castigar,battre avec un fouet / fouetter,
2939,Ματανιας (DC),PN,person,Mattaniah,Matanías,Mattaniah,
2940,Ματταθιας (DC),PN,person,Mattathias,Matatías,Mattathias,
2941,Μαχμας (DC),PN,settlement,Michmash,Micmás,Makhmas,
2942,Μάκρων (DC),PN,person,Macron,Macrón,Makrôn,
2943,μάλαγμα (DC),RE,?,poultice / fig cake,cataplasma,pommade,
2944,μάνδρα (DC),RE,?,sheep pen / sheepfold,rebaño de ovejas,bercails,
2945,Μάνιος (DC),PN,person,Manius,Manio,Manius,
2946,μάρτυς (DC),BE,?,witness,testigo,témoin,
2947,μάστιξ (DC),RE,?,whip,látigo / castigo / azote,fouet,
2948,μάταιος (DC),AT,?,meaningless / worthless,sin sentido o valor / inútil,sans valeur / futile / inutile,
2949,μάχαιρα (DC),RE,warfare,sword,espada,épée,
2950,μεγαλεῖος (DC),AT,?,magnificent,magnífico / grande / majestuoso,splendide / superbe / magnifique,
2951,μεγαλωσύνη (DC),AT,?,greatness / majesty,grandeza / majestad,majesté / grandeur / Majesté,
2952,Μεεδδα (DC),PN,person,Mehida,Mehida,Mehida,
2953,Μειχαηλος (DC),PN,person,Michael,Micael,Michael,
2954,Μελχιας (DC),PN,person,Malchijah,Melijas,Malchijah,
2955,Μελχιηλ (DC),PN,person,Melchiel,Malquiel,Melkhiel,
2956,Μενελάου (DC),PN,person,Menelaus,Menelao,Ménélas,
2957,Μενεσθεύς (DC),PN,person,Menestheus,Menesteo,Ménesthée,
2958,Μενέλαος (DC),PN,person,Menelaus,Menelao,Ménélas,
2959,Μεραρι (DC),PN,person,Merari,Merarí,Merari,
2960,Μερραν (DC),PN,settlement,Merran,Madián,Merrân,
2961,Μεσολαμον (DC),PN,person,Meshullam,Mesulam,Meshullam,
2962,Μεσοποταμία (DC),PN,area,Mesopotamia,Mesopotamia,Mésopotamie,
2963,μεταμέλομαι (DC),AT,?,greatness / majesty,estar arrepentido,regretter / être désolé / changer d'avis,
2964,μετανοέω (DC),MI,?,to repent,arrepentirse,se repentir / avoir un changement de coeur / se détourner de ses péchés / changer de chemin,
2965,μετάνοια (DC),MI,?,repentance / change of mind,arrepentimiento / cambio de mente,repentance / changement de coeur / détournement de ses péchés / changement de chemin,
2966,μετέχω (DC),MI,?,to partake of,tener parte / participar,prendre part / manger / avoir part / avoir / appartenir à,
2967,μέλισσα (DC),FA,"insects, spiders, and worms",bee,abeja,abeille,
2968,Μέμμιος (DC),PN,person,Memmius,Memio,Memmius,
2969,Μέμφις (DC),PN,settlement,Memphis,Menfis,Memphis,
2970,μέτοχος (DC),BE,person,participant,compañero,qui partage / associé / compagnon / camarade,
2971,Μηδαβα (DC),PN,settlement,Medeba,Medebá,Madaba,
2972,Μηδία (DC),PN,area,Media,Media,Médie,
2973,μήτρα (DC),MI,?,womb,vientre,utérus,
2974,Μῆδοι (DC),PN,group,Medes,Medos,Mèdes,
2975,Μῆδος (DC),PN,group,Mede,Medos,Mède,
2976,μιαίνω (DC),MI,?,to taint / to defile / to pollute,profanar / corromper,souiller / contaminer,
2977,Μιαμινος (DC),PN,person,Mijamin,Mijamín,Mijamin,
2978,μιασμός (DC),MI,?,defilement / corruption,corrupción / contaminación,corruption / souillure,
2979,Μιθραδάτης (DC),PN,person,Mithridates,Midradatis,Mithridates,
2980,Μισαηλ (DC),PN,person,Mishael,Misael,Misaël,
2981,μισθωτός (DC),MI,?,hired,asalariado / contratado,travailleur employé,
2982,Μιχα (DC),PN,person,Micah,Miqueas,Mikha,
2983,μίασμα (DC),MI,?,defilement / impurity,deshonra / acción vergonzosa,corruption / souillure,
2984,μίσθιος (DC),BE,person,hired man / hired labourer / hireling,obrero / jornalero,salarié / ouvrier,
2985,μίτρα (DC),RE,?,hair decoration / tiara / ribbon,tocado,bandeau,
2986,μνᾶ (DC),RE,?,mina,asalariado / contratado,mine,
2987,μνημεῖον (DC),RE,?,monument,memorial,mémorial,
2988,μνηστεύω (DC),MI,?,to become engaged to,estar comprometido,être fiancé / être fiancée,
2989,μοιχεία (DC),MI,?,adultery,adulterio,adultère,
2990,μοιχός (DC),BE,person,adulterer,adúltero,personne adultère,
2991,μολυσμός (DC),MI,?,defilement / pollution,contaminación,souillure,
2992,μολύνω (DC),MI,?,to stain / to disgrace,manchar / contaminar,souiller / rendre sale,
2993,Μομδιος (DC),PN,person,Momdius,Momidos,Momdius,
2994,Μοολι (DC),PN,person,Mahli,Mahli,Mahli,
2995,Μοοσσιας (DC),PN,person,Moossias,Moosías,Moossias,
2996,Μοσολλαμος (DC),PN,person,Meshullam,Mesulam,Meshullam,
2997,Μουχαιος (DC),PN,person,Muchaeus,Muqueo,mardochée,
2998,Μουχαῖος (DC),PN,person,Muchaeus,Muqueo,Moukhaïos,
2999,μοχλός (DC),RE,?,gate bar / bolt,cerrojo / barra,barre / levier / pied-de-biche,
3000,Μοχμουρ (DC),PN,nature,Mochmur,Mocmur,Mokhmour,
3001,μόσχος (DC),FA,mammals,calf,ternero / novillo,veau / jeune taureau,
3002,μυῖα (DC),FA,"insects, spiders, and worms",fly,mosca,mouche,
3003,μυροβρεχής (DC),RE,?,myrrh,mirra / ungüento,myrrh,
3004,Μυσάρχης (DC),PN,titles,captain of Mysians,Misia,Mysarque,
3005,μυχός (DC),RE,?,inner room,lugar más íntimo o escondido,antre / recoin,
3006,Μύνδος (DC),PN,area,Myndos,Mindos,Myndos,
3007,Μωαβίτης (DC),PN,group,Moabite,Moabita,Moabite,
3008,Μωαβ (DC),PN,area,Moab,Moab,Moab,
3009,Μωδεϊν (DC),PN,settlement,Modein,Modín,Modîn,
3010,Μωεθ (DC),PN,person,Moeth,Moet,Moeth,
3011,Μωϋσῆς (DC),PN,person,Moses,Moisés,Moïse,
3012,Νααθος (DC),PN,person,Naathus,Naatos,Naathus,
3013,Ναβαριας (DC),PN,person,Nabariah,Nabarías.,Nabariah,
3014,Ναβαταίοι (DC),PN,group,Nabateans,Nabateos,Nabatéens,
3015,Ναβαταῖος (DC),PN,group,Nabatean,Nabateos,Nabatéen,
3016,Ναβατ (DC),PN,person,Nebat,Nabat,Nabat,
3017,Ναβουχοδονοσορ (DC),PN,person,Nebuchadnezzar,Nabucodonosor,Nabuchodonosor,
3018,Ναδαβαθ (DC),PN,settlement,Nadabath,Nadabot,Nabatha,
3019,Ναδαβ (DC),PN,person,Nadab,Nadab,Nadan,
3020,Ναϊδος (DC),PN,person,Naidus,Naidus,Naidus,
3021,Ναθαναηλος (DC),PN,person,Nathanael,Natanael,Nathanael,
3022,Ναθαναηλ (DC),PN,person,Nathanael,Natanael,Nathanaël,
3023,Ναθανιας (DC),PN,person,Nethaniah,Netanías,Nethaniah,
3024,Ναθαν (DC),PN,person,Nathan,Natán,Nathan,
3025,Ναναία (DC),PN,supernatural beings and powers,Nanea,Nanea,Nanéa,
3026,Ναναῖος (DC),PN,supernatural beings and powers,Nanea,Nanea,Nanéon,
3027,Ναούμ (DC),PN,person,Nahum,Nahúm,Nahoum,
3028,Νασι (DC),PN,person,Neziah,Nesíah,Neziah,
3029,Ναυη (DC),PN,person,Nun,Nun,Noun,
3030,ναῦς (DC),RE,?,boat / ship,barco / bote,bateau / vaisseau,
3031,Ναφισι (DC),PN,person,Nephisim,Nefusim,Nephisim,
3032,Νεεμείας (DC),PN,person,Nehemiah,Nehemías,Nehemiah,
3033,Νεεμιας (DC),PN,person,Nehemiah,Nehemías,Néhémie,
3034,Νεκωδαν (DC),PN,person,Nekoda,Necodá,Nekoda,
3035,Νετεβας (DC),PN,settlement,Netophah,Netofá,Netophah,
3036,νευρά (DC),RE,?,rope / cord,cuerda,corde,
3037,Νεφθαλιμ (DC),PN,group,Naphtali,Neftalí,Nephtali,
3038,νεώς (DC),RE,sanctuary,sanctuary,templo,temple,
3039,νέος (DC),AT,?,young,joven / nuevo,nouveau / frais,
3040,νηκτός (DC),FA,"fish, frogs, and mollusks",fish,animal que nada,poisson / animal aquatique,
3041,Νηριας (DC),PN,person,Neriah,Nerías,Nérias,
3042,νηστεία (DC),MI,?,fast,ayuno,jeûne / action de se priver de nourriture par devoir religieux / faim / famine / le Jeûne,
3043,νηστεύω (DC),MI,?,to fast,ayunar,jeûner / se priver de nourriture par devoir religieux,
3044,Νικάνωρ (DC),PN,person,Nicanor,Nicanor,Nikanor,
3045,Νινευη (DC),PN,settlement,Nineveh,Nínive,Ninive,
3046,Νισαν (DC),PN,calendar,Nisan,Nisán,Nisan,
3047,Νισα (DC),PN,calendar,Nisan,Nisán,Nisan,
3048,Νιφις (DC),PN,person,Niphish,Nifis,Niphish,
3049,Νοεβα (DC),PN,person,Noeba,Noeba,Noeba,
3050,νομίμως (DC),MI,?,according to the rule,de acuerdo con la norma / legalmente,adv. légalement / légitimement / selon les règles,
3051,νομοθεσία (DC),MI,?,law code,ley / código de leyes,don de la loi,
3052,νομοθετέω (DC),MI,?,to give laws,dar o establecer leyes,faire la loi / instruire,
3053,Νοομα (DC),PN,person,Nooma,Noma,Nooma,
3054,Νουμήνιος (DC),PN,person,Numenius,Numenio,Numénius,
3055,νόμισμα (DC),RE,?,coinage,moneda,pièce de monnaie / argent,
3056,νόμος (DC),MI,?,law / ordinance,ley / ordenanza,loi / principe / règle,
3057,νυκτερίς (DC),FA,mammals,bat,murciélago,chauve-souris,
3058,νυμφών (DC),RE,?,bridal chamber,habitación nupcial,chambre des noces,
3059,Νωε (DC),PN,person,Noah,Noé,Noé,
3060,Ξανθικός (DC),PN,calendar,Xanthicus,Xántico,Xanthique,
3061,Ξένιος (DC),PN,titles,Friend-of-Strangers,Hospitalario,Hospitalier / dieu de l'hospitalité,
3062,ξιφηφόρος (DC),RE,warfare,sword,espada,sword,
3063,ξίφος (DC),RE,?,sword,espada,épée,
3064,ξυστός (DC),MI,?,polished,pulido,bien poli / lissé,
3065,ξύλινος-1 (DC),MI,?,of wood / wooden,de madera,de bois,
3066,ξύλινος-2 (DC),RE,?,wooden tower,fuerte de madera / torre de madera,tour de bois,
3067,Οββια (DC),PN,person,Habaiah,Hobaías,Habaiah,
3068,Οδολλαμ (DC),PN,settlement,Adullam,Adulam,Odollam,
3069,Οδομηρα (DC),PN,person,Odomera,Odomerá,Odomera,
3070,Ὀζείας (DC),PN,person,Uzzi,Uzí,Uzzi,
3071,Οζιας (DC),PN,person,Uzziah,Ozías,Ozias,
3072,Οζιηλ (DC),PN,person,Oziel,Uziel,Oziel,
3073,Οθονιας (DC),PN,person,Othoniah,Otonías,Othoniah,
3074,οἰκία-1 (DC),RE,?,house / building,casa / edificación / edificio,maison / demeure,
3075,οἰκία-2 (DC),RE,?,pagan temple,templo pagano,sanctuaire païen / temple,
3076,οἰκοδομή (DC),RE,?,building / construction,construcción / edificio,fondation / renforcement / encouragement / construction / structure,
3077,οἰκονόμος (DC),BE,person,steward,mayordomo,superpréfets,
3078,οἰκουμένη-1 (DC),MI,?,inhabited earth,inhabitado / ocupado,toute la terre,
3079,οἰκουμένη-2 (DC),MI,?,empire,empire,empire,
3080,οἰκτιρμός (DC),AT,?,mercy / compassion / pity,compasión / misericordia / piedad,compassion / miséricorde / pitié,
3081,οἰκτίρω (DC),AT,?,to have pity upon / to have compassion on,tener piedad / tener compasión,avoir compassion de,
3082,οἰωνόβρωτος (DC),FA,birds,bird,alimento de ave de rapiña,oiseau,
3083,οἴαξ (DC),RE,?,steering oar / rudder,timón,gouvernail,
3084,οἴκημα (DC),MI,?,room / chamber,habitación / cuarto,chambre / salle,
3085,οἶκος-1 (DC),RE,?,house / any dwelling place,casa,maison / demeure,
3086,οἶκος-2 (DC),RE,?,temple,templo,maison / La Maison de Dieu / sanctuaire / Temple,
3087,οἶκος-3 (DC),RE,?,pagan temple,templo pagano,temple païen,
3088,οἶκος-4 (DC),MI,?,household,hogar / parentela,maison / famille,
3089,οἶκος-5 (DC),MI,?,descendants / nation,casa de / familia de / descendientes / nación,maison / chez-soi / foyer familial / nation / peuple / temple / sanctuaire,
3090,οἶκος-6 (DC),RE,?,palace,palacio,maison du roi / palais,
3091,Οκινα (DC),PN,settlement,Ocina,Oquiná,Okina,
3092,ὁλκεῖον (DC),RE,?,bowl,tazón,bol / plat,
3093,ὁλοκαύτωμα (DC),RI,?,burnt offering,holocausto,holocauste,
3094,ὁλοσφύρητος (DC),RE,?,hammered / beaten,martillo,battu / fait en metail travaillé,
3095,Ολοφέρνης (DC),PN,person,Holofernes,Holofernes,Holopherne,
3096,Ὀλύμπιος (DC),PN,group,Olympian,Olímpico,Olympien,
3097,Ονειας (DC),PN,person,Onias,Onías,Onias,
3098,Ονιας (DC),PN,person,Onias,Onías,Onias,
3099,Ὀρθωσία (DC),PN,settlement,Orthosia,Ortosia,Orthosia,
3100,ὁρκωμοσία (DC),MI,?,oath-taking / swearing,jurar,serment / prêtant serment,
3101,ὀρτυγομήτρα (DC),FA,birds,quail,codorniz,caille,
3102,ὁσιότης (DC),AT,?,piety / holiness,santidad / piedad,sainteté / piété,
3103,ὁσίως (DC),AT,?,in a holy way / in holiness,santamente / en santidad,adv. De manière satisfaisante pour Dieu,
3104,Ουθι (DC),PN,person,Uthai,Utai,Uthai,
3105,οὐρανόθεν (DC),MI,?,from heaven,del cielo,adv. céleste,
3106,οὐρανός (DC),MI,?,heaven,cielo,ciel / cieux,
3107,οὐράνιος (DC),MI,?,heavenly / dwelling in heaven,celesital,divinement / dans le ciel / du ciel,
3108,Ουριας (DC),PN,person,Uriah,Urías,Uriah,
3109,Ουτα (DC),PN,person,Uthai,Utai,Uthai,
3110,ὀφείλημα (DC),MI,?,debt,deuda,dette / mal / péché / culpabilité,
3111,ὀφείλω (DC),MI,?,to owe / to have to pay for,deber / ser de utilidad o beneficio,devoir à,
3112,Οχιηλος (DC),PN,person,Ochiel,Ochilos,Ochiel,
3113,ὀχυρωμάτιον (DC),RE,?,small fortification,pequeña fortaleza,petite forteresse,
3114,ὀχύρωμα (DC),RE,?,stronghold / fortress,fortaleza,citadelle / forteresse,
3115,ὄναγρος (DC),FA,mammals,wild ass,asno salvaje,onagre,
3116,ὄνος (DC),FA,mammals,ass / donkey,asno doméstico,âne,
3117,ὅπλον (DC),RE,warfare,weapon,arma,arme,
3118,ὅρκος (DC),MI,?,oath,juramento,serment / voeu,
3119,ὄρνεον (DC),FA,birds,bird,ave / pájaro,oiseau,
3120,ὄροφος (DC),RE,?,roof / housetop,techo,toit,
3121,ὅσιος (DC),AT,?,holy,santo,saint,
3122,ὄστρακον (DC),RE,?,potsherd,barro / cerámica,tessons / pot cassé,
3123,ὄφις (DC),FA,snakes and lizards,snake,culebra / serpiente,serpent,
3124,παγίς (DC),RE,?,net,trampa,piège / filet,
3125,Παθαιος (DC),PN,person,Pethahiah,Petahías,Pethahiah,
3126,παιδίσκη (DC),BE,person,young woman / female servant,mujer joven / criada / esclava,servante,
3127,παῖς (DC),BE,person,child / male servant,niño / esclavo,valets / intermédiaire,
3128,παλαίστρα (DC),RE,?,stadium,lugar para el ejercicio,palestre / stade / gymnase,
3129,παλάθη (DC),RE,?,blocks of pressed dried fruit,torta o pan de fruta seca,gâteau de fruits secs,
3130,Παμφυλία (DC),PN,area,Pamphylia,Panfilia,Pamphylie,
3131,πανοπλία (DC),RE,?,armour / suit of armour,armadura,armure,
3132,παντοκράτωρ (DC),MI,?,almighty / omnipotent,todopoderoso,le Tout-Puissant,
3133,παραβολή (DC),MI,?,proverb,proverbio / comparación,parabole / proverbe / figure / symbole,
3134,παρακαλέω (DC),MI,?,to invite to / to summon to / to call to,invitar / convocar / llamar,prier / presser / encourager / donner des mots d'encouragement / requérir / demander / appeler à / consoler / réconforter / inviter / convoquer,
3135,παράδεισος (DC),FL,?,garden / orchard,jardín,paradis,
3136,παράκλησις (DC),MI,?,exhortation / encouragement,exhortación,encouragement / aide / réconfort / demande / requête / salut / libération,
3137,παρεμβολή (DC),MI,?,encampment / camp / army,campamento / destacamento,camp / armée,
3138,παρθένος (DC),BE,person,virgin,joven soltera,vierge,
3139,παστοφόριον (DC),RE,?,room,habitación,salle des prêtres au temple,
3140,παστός (DC),RE,?,bridal chamber,alcoba matrimonial,chambre des noces,
3141,Παχων (DC),PN,calendar,Pachon,Pajon,Pachon,
3142,πάρδαλις (DC),FA,mammals,leopard / cheetah,leopardo,leopard / panthère,
3143,πάσσαλος (DC),RE,?,tent peg / stake,clavija / estaca,piquet,
3144,πάσχα-1 (DC),RI,festivals,Passover,passover,Pâque,
3145,πάσχα-2 (DC),FA,mammals,Passover lamb,passover lamb,agneau de Pâque,
3146,Πάτροκλος (DC),PN,person,Patroclus,Patroclo,Patrocle,
3147,Πεδιας (DC),PN,person,Bedeiah,Bedías,Bedeiah,
3148,πειρασμός (DC),MI,?,test / trial,prueba,période ou processus d''essai / épreuve / essai / tentation / attrait,
3149,πειράζω (DC),MI,?,to put to the test / to try,intentar / tratar,mettre à l'épreuve / éprouver,
3150,πείθω (DC),MI,?,to persuade,convencer / persuadir,persuader,
3151,Πεντάπολις (DC),PN,settlement,Five Cities,Pentápolis,les cinq villes,
3152,περιβολή (DC),RE,?,courtyard / enclosure,ropa / manto,manteau / robe / vêtement,
3153,περικεφαλαία (DC),RE,?,helmet,casco,casque,
3154,περιπατέω (DC),MI,?,to walk up and down,caminar / recorrer,marcher / errer ou vagabonder / vivre / se conduire,
3155,περισκελής (DC),RE,?,undergarment / breeches / shorts,prenda interior / calzoncillo,sous-vêtements de lin,
3156,περιστολή (DC),RE,?,robe,adorno / vestido,robe,
3157,περιτέμνω (DC),MI,?,to circumcise / to cut off,circuncidar,circoncire,
3158,Περσέα (DC),PN,person,Perseus,Perseo,Persée,
3159,Περσέπολις (DC),PN,settlement,Persepolis,Persépolis,Persépolis,
3160,Περσής (DC),PN,group,Persian,Persia,Perse,
3161,Περσική (DC),PN,area,Persia,Persia,Perse,
3162,Περσίς (DC),PN,area,Persia,Persia,Perse,
3163,πετεινόν (DC),FA,birds,bird / flying creatures,pájaro / ave,oiseau / êtres ailés,
3164,πετεινός (DC),FA,birds,bird / flying creatures,animal con alas,oiseau / êtres ailés,
3165,πετροβόλος (DC),RE,?,catapult / ballista,catapulta / motor para tirar piedras,baliste,
3166,πέδη (DC),RE,?,shackle / fetter / manacle,cadena / grillete,chaîne,
3167,πέλεκυς (DC),RE,?,axe / adze,hacha,hache,
3168,Πέρσης (DC),PN,group,Persian,Persas,Perse,
3169,πέτασος (DC),RE,?,headdress / turban / hat,petaso,type de chapeau,
3170,πήρα (DC),RE,?,bag,bolsa de cuero / costal,besace / sac,
3171,πιστεύω (DC),MI,?,to trust / to put faith in / to believe in,creer / confiar / tener fe,croire / se fier,
3172,πιστός (DC),MI,?,trustworthy / worthy of credit,confiable,fidèle / digne de confiance / fiable / croyance / sûr / vrai / infaillible,
3173,πίστις (DC),MI,?,faith,fe,fidélité,
3174,πλατεῖα (DC),MI,?,open square,plaza / avenida,large,
3175,πλατύς (DC),MI,?,wide / broad,ancho / amplio,large,
3176,πλάστιγξ (DC),RE,?,balance scales,balanza,balance,
3177,πληρόω (DC),MI,?,to fill,llenar / cumplir,accomplir / rendre réel / amener / remplir / rendre plein / mener à terme / compléter / finir / faire pleinement connaître / proclamer pleinement / porvoir pleinement / pass. s'écouler / passer,
3178,πλίνθος (DC),RE,?,brick,adobe,brique,
3179,πλοῖον (DC),RE,?,boat / ship,bote / embarcación / nave,bateau / vaisseau,
3180,πνεῦμα-1 (DC),MI,?,wind,viento,souffle / vent,
3181,πνεῦμα-2 (DC),MI,?,spirit,espíritu,esprit,
3182,πνεῦμα-3 (DC),MI,?,breath / breathing,respiro / respirar,souffle,
3183,ποδήρης (DC),RE,?,robe,ropa que llega a los pies / vestidura larga,éphod / robe,
3184,ποικιλτής (DC),BE,crafts,embroiderer,bordado / costura,un artiste brodeur,
3185,ποίμνιον (DC),FA,mammals /  group,flock / herd,rebaño,troupeau,
3186,πολιτεύομαι (DC),MI,?,to conduct oneself / to lead one's life,vivir / tener una ciudadanía,régler leur vie / vivre,
3187,πορνεία (DC),MI,morals and ethics,whoredom / fornication,prostitución,immoralité sexuelle / infidélité,
3188,πορφυροῦς (DC),RE,?,purple cloth,manto de púrpura,tissu de pourpre violette,
3189,πορφύρα (DC),RE,cloth,purple cloth,tela de púrpura o morada,tissu de pourpre violette,
3190,Ποσιδώνιος (DC),PN,person,Posidonius,Posidonio,Posidonius,
3191,ποτήριον (DC),RE,?,cup,recipienta para tomar / taza,coupe,
3192,πόρπη (DC),RE,?,buckle / brooch / clasp,broche / hebilla,agrafe,
3193,πρεσβύτερος (DC),MI,?,elder,anciano,anciens,
3194,προσευχή (DC),MI,?,prayer,oración,prière,
3195,προσεύχομαι (DC),MI,?,to pray,orar,prier,
3196,προσκεφάλαιον (DC),RE,?,cushion / pillow,almohada / cojín,coussin / oreiller,
3197,προσκήνιον (DC),RE,?,tent / anteroom,espacio delante de la tienda,tente,
3198,προσκυνέω (DC),MI,?,to fall down and worship / to do obeisance to / to prostrate oneself before,postrarse para adorar,adorer / prosterner,
3199,προσφέρω (DC),MI,?,to bring to / to offer,ofrecer,offrir / présenter / amenr  devant / exécuter / faire / approcher qqch / pass. traiter / avoir à faire à,
3200,προσφορά (DC),MI,?,presenting / offering,ofrenda,offrande / sacrifice / don / action d'offrir ou de sacrifier,
3201,προφήτης (DC),MI,?,prophet / spokesman of God,profeta,prophète,
3202,πρόβατον (DC),FA,mammals,sheep / lamb,oveja,brebis / agneau,
3203,πρόθεσις (DC),RE,?,consecrated bread / bread of the presence / showbread,pan sagrado / pan dedicado a Dios,plan,
3204,πρόσκομμα (DC),MI,?,offense / stumbling-block,tropiezo / obstáculo,ce qui cause le trébuchement ou l'offense,
3205,πρωτότοκος (DC),MI,?,firstborn,primero en nacer,premier-né / premier,
3206,πταίω (DC),MI,?,to stumble / to fall / to be defeated,causar tropiezo / hacer caer,trébucher / tourner mal / pécher,
3207,Πτολεμαεῖς (DC),PN,group,people of Ptolemais,Tolemaida,Ptolémaïs,
3208,Πτολεμαΐς (DC),PN,settlement,Ptolemais,Tolemaida,Ptolémaïs,
3209,Πτολεμαῖος (DC),PN,person,Ptolemy,Tolomeo,Ptolémée,
3210,Πτολεμαϊκός (DC),PN,group,Ptolemaic,Tolemaicos,Ptolemaic,
3211,πυρεῖον (DC),RE,?,censer,incensario,encensoir / cassolette,
3212,πυροβόλον (DC),RE,warfare,fire thrower,lanzallamas,lance-flammes,
3213,πύλη (DC),RE,?,city gate,puerta,porte,
3214,πῦρ (DC),MI,?,fire,fuego,le feu,
3215,Ραγαυ (DC),PN,area,Ragau,Ragues,Ragau,
3216,Ραγουηλ (DC),PN,person,Raguel,Ragüel,Ragouël,
3217,Ραζις (DC),PN,person,Razis,Razís,Razis,
